"Duree_Connexion","Octets_Source_Vers_Dest","Octets_Dest_Vers_Source","Taux_Paquets_Secondes","Fenetre_TCP_Moyenne","Ports_Dest_Distincts","Connexions_Simultanees","Taux_Erreur_CheckSum","Frequence_SYN_Flags","Statut_Menace"
69964.27,84861.37,3944.73,356.27,65535,3,5,0.0484,0.7193,"2"
5483.91,2906.5,3098.92,9.86,4096,0,3,0.0388,0.0265,"0"
99484.97,2507.96,2587.26,119.95,16384,2,3,0.0143,0.0086,"0"
188437.92,95866.77,916.99,769.65,1024,4,3,0.0045,0.9264,"2"
2174.44,1589.48,1716.15,95.13,16384,3,5,0.0354,0.1001,"0"
25100.82,1172.12,687.89,67.31,8192,1,3,0.0331,0.0555,"0"
6713.92,4480.63,1272.14,45.13,8192,1,7,0.0012,0.1252,"0"
146037.67,3931.6,781.56,29.49,16384,1,8,0.0108,0.1705,"0"
45140.99,3785.96,367.73,22.26,8192,3,1,0.0114,0.0337,"0"
63584.65,8085.55,6234.14,42.19,4096,1,2,0.0305,0.0785,"0"
126167.5,3727.97,6266.62,39.2,1024,1,4,0.0357,0.1618,"0"
24680.77,6293.72,3556.12,1.18,8192,1,7,0.0407,0.1487,"0"
13605.13,1885.57,652.2,16.13,16384,3,1,0.0288,0.1192,"0"
174015.22,2477.44,4740.56,45.49,2048,3,9,0.0097,0.1784,"0"
150014.84,1662.83,5476.25,200.17,8192,150,10,0.0064,0.0484,"1"
26943.08,3048.12,733.55,48.18,4096,1,7,0.0102,0.1293,"0"
93096.85,1598.96,364.95,147.01,65535,2,4,0.0387,0.1695,"0"
95839.92,4142.26,3325.72,26.37,1024,1,2,0.0398,0.13,"0"
151932.86,6377.72,8047.5,52.99,16384,1,5,0.0129,0.1097,"0"
36901.54,71058.55,2656.93,686.96,2048,2,5,0.0469,0.7433,"2"
28219.67,3330.9,5291.1,63.07,65535,47,8,0.0374,0.1347,"1"
4483.9,1594.43,9333.43,14.27,16384,1,4,0.0172,0.0771,"0"
1821,3575.44,1607.39,60.92,4096,2,5,0.0303,0.1231,"0"
116150.33,6357.39,2145.49,186.62,4096,150,4,0.0499,0.1882,"1"
120902.01,4585.04,894.78,4.72,16384,4,5,0.013,0.0159,"0"
41795.54,5295.66,1873.26,100.89,65535,2,4,0.0325,0.1978,"0"
104163.37,1348.68,4454.47,148.29,2048,3,5,0.0141,0.0969,"0"
120123.32,1150.55,3779.97,119.83,4096,0,5,0.0273,0.1909,"0"
69484.66,582.12,7364.23,116.39,4096,2,3,0.0418,0.0284,"0"
51369.85,650.54,3520.58,64.19,1024,2,4,0.0401,0.181,"0"
12325.47,329.24,858.49,34.42,16384,2,7,0.0347,0.1778,"0"
16443.44,453.48,3337.38,86.64,65535,4,3,0.0332,0.0825,"0"
113551.1,409.47,2004.53,138.9,65535,3,6,0.0351,0.1771,"0"
118354.47,6093.24,4601.95,84.58,16384,2,4,0.0314,0.1147,"0"
24693.03,2384.06,4143.96,58.69,1024,4,4,0.0191,0.1232,"0"
42152.17,49664.71,10733.23,262.52,65535,0,3,0.0494,0.7503,"2"
78560.19,72906.57,6914.68,867.76,16384,1,5,0.0215,0.9393,"2"
13499.33,62704.64,5882.69,748.34,2048,3,2,0.0035,0.8313,"2"
55549.94,1937.53,317.97,106.44,8192,0,7,0.0345,0.1261,"0"
55943.66,1525.58,11336.99,103.31,16384,181,6,0.0387,0.1712,"1"
38628.68,8289.39,3002.91,74.22,4096,2,8,0.0163,0.1781,"0"
16415.57,3799.44,1138.19,89.79,2048,2,4,0.0047,0.1772,"0"
2134.24,7892.71,1822.33,131.12,2048,0,7,0.0285,0.0132,"0"
4986.6,2492.56,3978.15,48.34,1024,1,4,0.0276,0.0528,"0"
74474.25,1958.48,1487.08,139.77,65535,3,4,0.0411,0.1164,"0"
24742.21,9045.79,5771.63,129.65,2048,2,3,0.0472,0.0256,"0"
35254.36,97681.34,1622.83,482.86,2048,1,4,0.0391,0.7601,"2"
13754.75,2651.78,8330.14,106.51,65535,4,5,0.0459,0.0058,"0"
17355.34,36944.17,3645.27,678.8,8192,3,4,0.0397,0.8986,"2"
9607.83,2140.5,4328.78,43.91,8192,1,6,0.0049,0.116,"0"
70864.04,981.22,4033.96,142.18,65535,3,5,0.0033,0.1936,"0"
79565.38,96729.85,6825,381.69,1024,3,1,0.0187,0.8662,"2"
12326.19,4996.91,4262.73,44.62,1024,2,6,0.0395,0.1628,"0"
5192.49,4399.84,6120.33,125.25,1024,1,5,0.0328,0.0255,"0"
6712.98,3993.08,987.15,89.58,16384,127,5,0.0342,0.0408,"1"
107361.26,984.78,5581.43,74.36,2048,1,4,0.0025,0.077,"0"
56947.81,96.6,5890.21,78.34,1024,2,8,0.0088,0.0612,"0"
131704.89,2006.03,4311.31,36.41,65535,2,1,0.0314,0.0319,"0"
22330.08,2764.61,1868.89,88.72,16384,2,4,0.2234,0.0117,"3"
4193,1082.34,339.8,41.41,4096,1,6,0.0036,0.1454,"0"
7309.78,4108.15,410.32,32.31,16384,3,2,0.214,0.0684,"3"
42434.34,4035.57,3252.55,130.28,1024,3,3,0.0401,0.0729,"0"
91357.42,2717.39,6830.66,80.17,2048,4,4,0.0253,0.1934,"0"
46914.93,1010.73,10751.79,14.13,1024,0,4,0.0347,0.0681,"0"
96216.46,562.48,4297.38,136.98,16384,1,4,0.0239,0.0293,"0"
24263.29,2775.57,6608.13,112.46,8192,1,4,0.0092,0.1785,"0"
29797,1291.86,2206.11,85.42,65535,0,2,0.0368,0.0666,"0"
97818.36,3218.81,1749.63,29.83,65535,2,3,0.0185,0.0107,"0"
61816.13,4962.13,1933.02,95.09,2048,1,2,0.0151,0.0075,"0"
42612.89,1867.91,717.25,99.78,8192,2,2,0.0237,0.0842,"0"
123147.32,2258.94,5264.66,79.25,16384,2,5,0.0232,0.0965,"0"
126797.92,2746.36,2036.75,47.89,2048,0,6,0.0272,0.1404,"0"
12905.78,1209.99,996.82,88.93,1024,1,5,0.1719,0.0712,"3"
61493.82,2664.87,1717.59,32.07,16384,1,4,0.0254,0.1143,"0"
10760.77,570.06,860.8,114.85,65535,3,5,0.0274,0.1516,"0"
91758.95,92387.35,2975.99,613.2,8192,1,3,0.0072,0.8094,"2"
74640.04,2409.72,14982.66,121.68,2048,3,4,1e-04,0.1036,"0"
67770.51,3187.23,1744.92,104.22,16384,2,9,0.0424,0.1143,"0"
84763.31,6916.72,6695.57,120.27,2048,1,4,0.0483,0.078,"0"
90067.59,776.75,844.48,38.36,1024,1,4,0.0125,0.0941,"0"
28989.73,738.39,4684.72,142.28,65535,0,7,0.0475,0.0909,"0"
13036.91,3997.77,5608.16,113.49,16384,2,5,0.0297,0.0328,"0"
8906.87,4425.41,5667.01,76.41,4096,1,2,0.0404,0.0757,"0"
4045.75,3848.44,3715.51,85.74,65535,3,3,0.0322,0.0414,"0"
78821.59,6054.3,1131.28,83.67,65535,4,7,0.0011,0.0802,"0"
16098.08,1777.98,1899.75,88.34,65535,2,2,0.003,0.1405,"0"
93536.78,4181.08,1459.66,108.09,16384,4,2,0.0398,0.1998,"0"
147788.56,89102.07,6150.99,202.47,65535,1,7,0.0299,0.9769,"2"
45144.74,8583.8,4992.34,134.03,2048,3,8,0.0094,0.0912,"0"
2885.31,4359.92,2487.97,55.41,16384,3,6,0.0222,0.0096,"0"
12299.17,2233.29,7390.14,73.06,1024,2,15,0.0456,0.0257,"0"
28535.78,6170.89,75.05,79.4,4096,0,8,0.0241,0.0329,"0"
51386.96,2001.75,916.34,46.26,2048,4,5,0.021,0.1633,"0"
68365.39,5930.77,6277.68,101.79,1024,4,3,0.0258,0.1106,"0"
34029.77,97056.95,5466.25,874.86,1024,4,8,0.0385,0.8368,"2"
48464.94,3931.49,2227.51,32.14,1024,2,4,0.043,0.0888,"0"
317857.28,299.2,2965.07,75.88,2048,1,3,0.0119,0.0929,"0"
3946.58,4497.24,4325.09,30.25,4096,2,1,0.0188,0.1011,"0"
67160.15,53236.79,7459.06,939.84,2048,0,4,0.0384,0.7897,"2"
9705.91,2369.56,2702.59,17.32,8192,3,5,0.0248,0.0674,"0"
23584.19,3017.58,2235.92,146.56,16384,1,8,0.2853,0.0514,"3"
194852.31,4789.21,1804.17,32.06,4096,4,6,0.0476,0.1046,"0"
5383.78,1186.62,4352.15,74.29,65535,2,1,0.0217,0.1343,"0"
43996.71,6267.1,4000.39,87.8,8192,62,9,0.041,0.0763,"1"
6305.13,1493.31,3254.74,44.64,2048,3,2,0.0444,0.0286,"0"
26080.59,5674.76,1677.86,295.88,4096,80,5,0.0324,0.057,"1"
9289.07,823.82,6045.66,45.09,8192,3,3,0.021,0.1985,"0"
73108.85,1897.14,4373.27,52.06,4096,3,3,0.0287,0.0893,"0"
74055.99,34896.31,2928.63,289.35,16384,2,2,0.0391,0.7081,"2"
13992.73,2410.16,1631.05,114.85,1024,2,3,0.0266,0.0077,"0"
13196.07,1315.87,2552.24,103.17,2048,2,4,0.0406,0.02,"0"
18265.27,3044.35,2652.06,134.17,16384,4,3,0.0223,0.0884,"0"
14629.81,2283.71,3750.6,72.44,16384,4,4,0.0258,0.191,"0"
62810.66,3220.85,2187.25,87.78,8192,0,5,0.0449,0.163,"0"
18809.09,3166.04,1845.14,92.83,4096,1,6,0.0225,0.0402,"0"
84787.99,3518.89,1970.44,32.35,8192,4,2,0.0163,0.0312,"0"
14386.45,2887.73,7011.74,21.43,8192,3,8,0.0045,0.1832,"0"
37070.98,3055.53,3451.18,25.17,8192,2,3,0.0302,0.1347,"0"
113280.73,3587.03,3087.16,133.93,1024,1,6,0.0275,0.0553,"0"
12688.26,2616.07,1697.01,79.38,4096,2,7,0.0247,0.0401,"0"
102893.49,32837.77,6051.87,549.42,65535,0,6,0.0089,0.9218,"2"
26002.52,2366.63,1405.38,48.12,1024,1,3,0.0041,0.1776,"0"
31646.71,483.6,15492.41,4.14,2048,0,3,0.0233,0.1539,"0"
11601.44,2343.61,6173.21,37.89,2048,2,5,0.0159,0.1227,"0"
21181.4,2816.48,4865.84,4.26,2048,2,5,0.0302,0.0685,"0"
4687.17,9570.47,6386.73,142.99,65535,4,6,0.0055,0.041,"0"
33429.19,1305.09,4210.15,128.51,4096,4,7,0.0298,0.001,"0"
17053.55,2278.38,6092.69,151.69,8192,123,4,0.0458,0.0489,"1"
32021.24,1295.12,1388.69,16.15,1024,1,8,0.0123,0.1171,"0"
30718.2,1134.08,1192.64,124.95,8192,6,5,0.0102,0.1499,"0"
36541,2221.88,790.45,98.41,16384,0,6,0.0283,0.0366,"0"
27020.84,6427.06,867.61,136.45,2048,2,7,0.0244,0.012,"0"
1058.28,3440.94,2202.42,107.51,2048,2,6,0.0114,7e-04,"0"
4915.25,98064.18,3540.84,403.78,2048,2,9,0.0438,0.7065,"2"
20616.15,3175.35,2139.2,5.22,16384,0,5,0.0092,0.095,"0"
19416.63,87027.23,896.51,934.38,65535,1,4,0.0246,0.7836,"2"
23246.84,5926.53,2354.92,65.11,1024,3,2,0.039,0.1248,"0"
27900.76,1247.55,5993.52,9.5,4096,0,4,0.0121,0.0824,"0"
17159.26,20653.96,3739.5,763.37,65535,2,8,0.0109,0.83,"2"
22896.54,4628.72,1893.27,66.34,8192,3,5,0.0421,0.1673,"0"
33004.75,2355.48,590.82,41.08,4096,1,4,0.0352,0.0823,"0"
26532.79,5745.16,1036.12,72.54,8192,2,9,0.0144,0.1617,"0"
7078.11,5036.74,7144.78,104.44,65535,3,4,0.2555,0.0273,"3"
84865.04,1706.61,3342.11,66.29,1024,152,9,0.0182,0.1508,"1"
60555.24,4255.52,557.44,103.2,1024,1,5,0.0038,0.0887,"0"
121285.79,2905.9,4525.77,19.72,2048,1,4,0.0468,0.0251,"0"
7122.2,1480.78,260.16,142.09,4096,3,9,0.0098,0.1566,"0"
87987.15,2387.64,3333.52,126.23,65535,1,3,0.0355,0.1174,"0"
8434.92,1538.76,4624,14.74,8192,3,2,0.0285,0.1332,"0"
26138.11,1581.36,4025.12,38.61,16384,2,2,0.121,0.0861,"3"
89659.76,1749.13,1597.62,252.93,8192,137,9,0.029,0.1871,"1"
102279.36,2434.65,8471.41,143.76,8192,5,2,0.0265,0.0087,"0"
10343.94,2774.14,9189.72,132.71,8192,2,3,0.0326,0.1737,"0"
11777.91,3300.33,2207.38,16.26,1024,2,3,0.0091,0.1175,"0"
169449.37,2453.29,5066.17,101.52,2048,0,4,0.0404,0.1055,"0"
3897.49,3475.05,1357.17,132.99,2048,3,3,0.0385,0.002,"0"
30526.51,1897.24,2028.89,15.94,2048,2,2,0.0462,0.0397,"0"
44219.25,1546.17,7209.54,118.16,4096,3,5,0.019,0.1453,"0"
34498.76,1494.88,2959.32,110.44,8192,0,3,0.0107,0.1649,"0"
29194.82,1642.08,4342.17,56.14,8192,2,4,0.0272,0.1672,"0"
106787.72,38679.86,963.1,776.63,16384,2,4,0.0056,0.9918,"2"
5614.63,867.39,9524.23,18.06,8192,1,7,0.0133,0.126,"0"
36466.16,2507.38,4653.82,22.03,2048,2,5,0.0325,0.1701,"0"
107843.02,795.01,453.76,13.78,1024,1,2,0.0359,0.1114,"0"
9580.26,1082.12,4128.44,136.5,1024,1,7,0.0155,0.0392,"0"
25085.36,1952.32,3396.28,61.32,1024,2,6,0.0187,0.095,"0"
28573.99,5147.36,2882.42,14.62,2048,2,3,0.0084,0.1403,"0"
2357.11,85742.12,13532.16,346.96,4096,4,6,0.0196,0.7556,"2"
54937.92,830.6,4437.79,146.78,16384,2,4,0.0325,0.1791,"0"
29523.16,553.74,1314.12,136.39,4096,147,3,0.0038,0.0944,"1"
2687.71,8222.47,1686.77,129.26,16384,1,4,0.0477,0.1159,"0"
67495.59,2258.8,6187.69,64.6,2048,1,6,0.0208,0.1041,"0"
8813.06,832.04,935.58,58.97,1024,0,5,0.0207,0.0247,"0"
12715.64,95387.2,1473.02,290.38,8192,4,8,0.0042,0.8112,"2"
64977.45,3167.28,2518.93,36.97,65535,2,2,0.0216,0.037,"0"
33431.73,3135.38,582.49,30.62,65535,2,7,0.0041,0.1225,"0"
104815.13,1461.4,1890.38,153.74,1024,76,7,0.0165,0.0649,"1"
18524.1,4841.12,2151.8,49.9,1024,2,6,0.0307,0.1341,"0"
64620.37,3377.21,1438.55,115.38,65535,2,2,0.0492,0.029,"0"
5390.83,5021.87,2072.34,92.4,2048,2,6,0.1139,0.1937,"3"
2284.57,2064.64,2189.41,284.94,4096,174,9,0.0422,0.1914,"1"
103033.61,3221.64,2369.57,142.3,2048,37,5,0.0238,0.0751,"1"
38407.99,5456.43,3674.21,122.16,8192,0,9,0.0298,0.1752,"0"
96718.99,2541.91,2231.16,12.8,2048,0,10,0.048,0.0385,"0"
35622.9,3153.49,2398.88,71,1024,2,2,0.0311,0.1314,"0"
7677.48,4127.36,11610.28,127.11,2048,2,8,0.0142,0.0258,"0"
31941.22,2746.06,6664.38,118.92,8192,0,7,0.0215,0.1103,"0"
100385.15,4691.83,3805.36,99.75,1024,1,7,0.0376,0.0387,"0"
12003.44,2475.08,980.49,106.75,1024,4,7,0.0132,0.0378,"0"
69453.37,925.89,234.88,131.42,8192,1,6,0.0321,0.0123,"0"
47040.46,84112.6,1839.22,903.77,16384,3,6,0.022,0.9619,"2"
29747.52,1438.62,3767.56,29.17,1024,2,2,0.0132,0.1797,"0"
115825.6,78024.03,11565,207.59,1024,2,4,0.0135,0.9641,"2"
41401.39,5351.89,471.59,7.83,8192,4,10,0.0303,0.0151,"0"
62457.63,3537.19,1611.3,130.28,4096,1,8,0.0411,0.035,"0"
6017.54,92903.23,2009.59,281.6,1024,3,5,0.0088,0.9291,"2"
12026.99,1127.56,406.2,54.54,2048,5,6,0.0192,0.0954,"0"
45376.13,4418.29,964.5,141.79,4096,177,5,0.0377,0.1155,"1"
9549.81,1955.76,3886.55,107.95,4096,2,9,0.3408,0.123,"3"
48260.35,511.2,8985.25,131.92,2048,2,5,0.0213,0.1179,"0"
72854.91,4922.46,1492.33,145.75,65535,2,1,0.0332,0.1203,"0"
69906.61,98840.57,3755.01,284.65,4096,1,7,0.0356,0.7193,"2"
1965.43,2769.28,3172.02,34.2,8192,1,9,0.0498,0.1903,"0"
29621.4,2880.59,665.04,66.16,65535,1,3,0.13,0.0611,"3"
80182.43,2238.11,902.36,109.75,2048,1,8,0.0387,0.091,"0"
88127.63,4566.62,1721.17,11.76,2048,1,1,0.0271,0.1068,"0"
23800.43,3834.52,3177.1,88.4,16384,2,6,0.2777,0.1636,"3"
62148.04,3363.72,8238.82,137.65,2048,2,2,0.0482,0.0572,"0"
20603.75,1268.15,4714.37,5.03,8192,0,11,0.0487,0.0223,"0"
48307.38,2156.2,8418.67,69.71,1024,5,8,4e-04,0.1445,"0"
93127.76,1541.33,567.21,8.78,1024,1,1,0.0086,0.0135,"0"
7162.4,2918.05,973.6,72.17,16384,3,3,0.0096,6e-04,"0"
17994.47,827.61,2001.02,82.65,1024,1,6,0.0123,0.1871,"0"
77414.35,6162.86,723.48,92.53,65535,1,5,0.0164,0.0583,"0"
2474.05,1638.65,4037.66,73.22,16384,3,3,0.0312,0.1583,"0"
22250.31,4616.17,1050.29,102.72,2048,0,5,0.033,0.1481,"0"
16804.97,6545.98,2258.28,140.4,8192,4,2,0.0068,0.1741,"0"
11747.86,1608.44,4078.02,72.17,2048,5,2,0.0394,0.0942,"0"
7640.33,11608.63,2090.11,35.23,1024,1,5,0.204,0.158,"3"
73630.55,2811.88,2601.44,61.73,1024,2,3,0.0251,0.1875,"0"
16295.7,923.61,15868.56,128.05,2048,4,4,0.0456,0.1254,"0"
5042.7,3688.94,3338.55,2.14,1024,4,8,0.0118,0.0449,"0"
36832.41,64884.28,2775.23,540.81,2048,5,10,0.0348,0.883,"2"
30892.92,5969.05,1987.34,14.15,16384,3,4,0.0011,0.0581,"0"
99698.29,2893.94,3395.78,14.35,2048,2,7,3e-04,0.0632,"0"
29453.94,4280.04,2981.1,251.47,4096,34,4,0.0357,0.1653,"1"
26086.08,2425.17,3929.52,39.12,16384,2,5,0.0274,0.014,"0"
18742.35,1446.22,2633.53,143.08,2048,2,4,0.0485,0.1731,"0"
54230.1,7496.93,2364.85,128.81,65535,4,5,0.0433,0.1782,"0"
32633.68,97185.68,3976.96,467.39,1024,0,2,0.0305,0.8445,"2"
9366.63,4126.47,3105.74,228.43,2048,185,7,0.0179,0.0576,"1"
128035.2,2566.56,751.49,98.02,16384,4,4,0.0432,0.003,"0"
9995.25,2387.37,1501.79,134.14,2048,4,10,0.0244,0.0876,"0"
16880.03,23575.76,1443.98,613.51,16384,4,5,0.0439,0.9016,"2"
80227.81,2500.68,3701.44,60.59,1024,2,6,0.0444,0.0749,"0"
3054.98,9232.04,809.72,81.26,8192,54,6,0.005,0.1066,"1"
27240.93,4411.52,5478.21,79.05,16384,2,5,0.0333,0.0565,"0"
3818.22,7481.27,880.85,110.93,16384,2,8,0.0247,0.0656,"0"
43100.64,2366.74,2911.7,96.02,2048,2,2,0.0437,0.0287,"0"
187876.57,26692.68,3859.89,570.11,2048,2,4,0.0306,0.7574,"2"
131094.6,1144.02,3158.79,144.21,2048,6,5,0.0427,0.0993,"0"
NA,658.61,5569.14,5.12,2048,2,5,0.0468,0.1296,"0"
3084.24,5862.2,3250.16,41.7,16384,1,3,0.0412,0.1916,"0"
89614.03,5594.71,1066.91,79.7,16384,1,5,0.0392,0.0282,"0"
39949.4,3112.43,2482.83,117.3,1024,2,7,0.0337,0.1289,"0"
49239.88,4042.62,2032.79,25.17,4096,3,4,0.0265,0.0155,"0"
21792.97,3855.45,7883.19,98.04,1024,4,3,0.0107,0.053,"0"
25293.52,407.92,1562.43,67.12,65535,2,1,0.0402,0.1526,"0"
16013.11,570.8,1352.58,132.17,1024,1,1,0.0038,0.0731,"0"
72729.6,2843.09,7864.09,108.66,16384,0,4,0.0209,0.0184,"0"
127707.92,3753.41,3399.29,133.83,4096,135,5,0.0069,0.1954,"1"
71966.42,78815.14,4329.83,746.99,1024,3,5,0.0498,0.9662,"2"
51549.21,273.23,3936.56,52.88,4096,0,3,0.0306,0.018,"0"
63888.08,2918.56,6372.24,133.76,8192,0,1,0.0101,0.1413,"0"
26386.18,594.27,2193.69,109.69,65535,2,5,0.0273,0.0928,"0"
36544.18,4956.1,1096.23,119.56,4096,4,8,0.0232,0.1115,"0"
25017.46,760.45,4600.93,130.25,16384,2,2,0.0071,0.1171,"0"
49830.63,2561.46,5260.57,195.05,1024,73,6,0.0266,0.0964,"1"
13667.02,1569.78,2996.07,96.05,16384,1,6,0.1875,0.0597,"3"
12582.18,85373.66,129.11,598.45,1024,1,4,0.0268,0.7526,"2"
20489.22,210.37,3499.09,46.78,2048,1,4,0.0182,0.0878,"0"
7147.4,950.67,611.13,55.55,65535,3,6,0.0285,0.1494,"0"
30155.35,841.85,9354.07,13.03,65535,0,3,0.0419,0.152,"0"
1115.34,76071,2790.36,643.5,2048,1,6,2e-04,0.727,"2"
25944.48,7137.53,1301.91,17.86,65535,1,8,0.0309,0.0164,"0"
20445.24,1801.01,1543.81,249.47,8192,36,2,0.0234,0.0853,"1"
163675.51,4055.13,3084.19,129.74,2048,3,9,0.0453,0.18,"0"
27740.69,5430.55,2383.93,100.04,1024,3,5,0.0037,0.0941,"0"
4511.02,3416.83,2206.91,3.86,65535,0,4,0.0164,0.1213,"0"
21891.33,3834.51,2379.55,75.04,8192,1,6,0.1509,0.0891,"3"
31128.33,2264.7,2967.66,48.23,8192,3,4,0.0307,0.0735,"0"
7782.34,4396.99,4606.35,43.37,65535,4,3,0.0341,0.1752,"0"
48695.5,4747.6,2839.16,91.45,8192,5,3,0.0416,0.0457,"0"
23793.87,305.9,4298.87,132.9,2048,3,6,0.2156,0.1368,"3"
31166.07,3114.85,1206.99,87.46,65535,0,4,0.0193,0.0073,"0"
51145.65,87092.89,2006.28,592.2,16384,3,6,0.0448,0.7967,"2"
12966.34,24423.41,3961.67,645.89,4096,3,7,0.0232,0.8774,"2"
7169.07,2146.01,6215.83,124.79,8192,1,1,0.0335,0.012,"0"
35276.33,49902,1348.82,463.13,1024,3,3,0.0384,0.7603,"2"
89187.61,13234.15,1672.45,24.64,4096,1,3,0.041,0.0989,"0"
24859.31,1328.76,2896.25,47.45,65535,1,5,0.0284,0.0503,"0"
5770.99,822.39,5039.33,58.45,1024,2,6,0.0479,0.0481,"0"
87597.7,529.08,1015.93,38.85,65535,2,6,0.0104,0.1448,"0"
17460.48,57702.24,1215.86,263.76,4096,3,5,0.0086,0.8762,"2"
57566.16,4218.67,1778.68,91.63,16384,1,7,0.0171,0.0274,"0"
53738.69,5136.53,2606.4,85.9,2048,1,6,0.046,0.035,"0"
57750.14,476.63,2894.33,296.4,65535,106,4,0.0219,0.1171,"1"
17248.26,1651.49,2164,12.81,4096,0,6,0.0101,0.0798,"0"
20624.87,5067.44,2210.4,127.11,8192,2,4,0.2911,0.136,"3"
40968.63,2003.45,1883.03,53.04,4096,4,7,0.023,0.0947,"0"
11258.89,2326.69,206.95,29.39,1024,3,5,0.0442,0.1233,"0"
7397.6,3376.54,4364.91,135.59,8192,2,7,0.0288,0.0055,"0"
154343.16,550.97,305.13,146.4,4096,1,2,0.0019,0.1139,"0"
28926.83,3886.94,1338.44,138.12,1024,2,11,0.0103,0.1577,"0"
24368.47,6312.07,5974.28,144.71,4096,2,5,0.0107,0.1079,"0"
8847.05,1277.41,6597.74,182.27,4096,77,10,0.0169,0.0307,"1"
52952.83,2051.29,2449.71,146.75,65535,2,4,0.0316,0.0681,"0"
1808.01,7831.55,749.49,12.17,16384,3,3,0.0431,0.0459,"0"
6765.53,2409.42,3607.42,120.57,16384,1,5,0.0401,0.1149,"0"
45910.01,2762.47,8974.05,5.13,16384,2,4,0.0191,0.1274,"0"
103309.8,5202.7,1242.21,101.29,1024,4,2,0.0285,0.1186,"0"
19955.82,4107.05,681.65,13.18,65535,2,7,0.0317,0.1286,"0"
7275.3,904.2,560.84,31.15,16384,1,5,0.0343,0.0088,"0"
41616.64,87424.27,1274.8,433.25,16384,4,7,0.0301,0.9043,"2"
62380.96,1124.7,1010.09,32.2,8192,2,6,0.0338,0.0316,"0"
13013.46,1613.06,2676.28,111.03,2048,2,1,0.0224,0.0373,"0"
6862.09,8373.9,2751.51,64.34,8192,2,1,0.0287,0.1563,"0"
103507.64,8939.49,4297.35,199.21,4096,35,6,0.0472,0.1167,"1"
132446.99,2030.53,3393.08,138.93,2048,3,3,0.0396,0.1283,"0"
58858.4,1927.31,6270.24,95.03,1024,9,2,0.0307,0.027,"0"
113732.31,2724.96,408.82,78.67,1024,1,5,0.03,0.1714,"0"
43144.25,3727.37,5369.81,23.34,1024,4,8,0.0359,0.1854,"0"
16446.56,601.46,754.12,73.43,1024,4,6,0.0492,0.0252,"0"
118789.35,636.09,3315.5,213.03,2048,33,7,0.0214,0.168,"1"
50428.41,4764.52,1733.94,84.26,8192,4,3,0.0068,0.1164,"0"
42123.03,1607.57,3152.44,108.03,16384,1,2,0.0284,0.1326,"0"
53428.49,4135.4,1609.16,77.61,4096,4,6,0.0358,0.0203,"0"
61047.98,304.83,2079.46,46.98,65535,0,3,0.0153,0.1288,"0"
26320.13,6895.92,4822.78,86.94,65535,1,5,0.1626,0.1454,"3"
63243.75,2514.2,2964.06,3.63,2048,1,6,0.041,0.1971,"0"
7817.02,6062.86,2401.68,73.1,16384,1,2,0.0492,0.0419,"0"
35532.28,4820.1,4020.3,46.6,4096,0,2,0.043,0.0673,"0"
70646.53,4598.19,4595.53,165.01,2048,122,4,0.0334,0.0096,"1"
35436.32,7041.6,2011.75,45.72,65535,5,4,0.0126,0.0826,"0"
45904.68,2048.06,5824.3,56.86,65535,3,6,0.0439,0.1459,"0"
50171.19,1329.85,5600.29,136.91,1024,2,3,0.0323,0.1607,"0"
60079.19,2073.8,2373.21,133.82,2048,1,10,0.0467,0.1973,"0"
445.49,1619.53,819.98,58.91,16384,0,2,0.0363,0.0159,"0"
42903.18,2568.64,636.83,58.94,16384,3,4,0.0494,0.1043,"0"
33547.08,705.32,2721.75,113.54,65535,3,7,0.0039,0.1718,"0"
2324.44,682.96,4148.38,90.54,65535,1,7,0.0418,0.0592,"0"
57305.2,87457.05,1699.33,508.19,16384,0,6,0.023,0.8851,"2"
7264.64,7061.64,1753.03,123.14,1024,1,2,0.0408,0.0199,"0"
59107.3,5222.28,747.97,145.19,4096,1,3,0.0439,0.0782,"0"
83928.86,6019.68,4592.4,290.75,8192,40,2,0.0426,0.1419,"1"
33336.73,2101.91,1147.47,84.97,4096,1,5,0.0062,0.0753,"0"
15247.47,2069.12,4108.99,125.8,4096,0,6,0.0353,0.1205,"0"
46618.84,1087.03,575.76,26.88,4096,3,6,0.0296,0.0927,"0"
11437.55,865.45,4391.54,115.54,1024,1,3,0.1287,0.0408,"3"
35547.13,3345.12,2601.68,131.14,2048,0,6,0.0343,0.1698,"0"
58808.64,1664.81,11030.22,130.3,4096,1,5,0.0165,0.0585,"0"
38574.42,305.45,1831.91,109.07,4096,2,5,0.0084,0.1416,"0"
10316.62,1949.35,947.32,143.76,1024,2,4,0.2585,0.1339,"3"
24060.15,1822.36,1292.36,38.98,2048,7,4,0.0274,0.116,"0"
110380.41,1457.17,2094.5,81.94,65535,2,3,0.0397,0.0439,"0"
12361.54,3468.41,2273.08,64.67,65535,1,4,0.0033,0.1485,"0"
55306.13,2723.24,1270.93,100.2,2048,4,9,0.0389,0.082,"0"
95262.61,69927.57,11547.4,560.87,2048,4,1,0.031,0.7263,"2"
36099.17,5362,6023.51,151.53,8192,73,0,0.0418,0.1689,"1"
46946.13,45769.99,4754.52,764.39,8192,1,4,0.0098,0.8909,"2"
22978.84,1609.43,779.26,250.15,1024,161,8,0.0137,0.0227,"1"
